amplicon_name	raw_count	300x_count
BRCA2_01_01	442	331.0
BRCA2_02_01	305	228.0
BRCA2_02_02	379	284.0
BRCA2_03_01	290	217.0
BRCA2_03_02	586	439.0
BRCA2_04_01	541	405.0
BRCA2_05_01	447	335.0
BRCA2_06_01	397	297.0
BRCA2_07_01	452	338.0
BRCA2_08_01	628	470.0
BRCA2_09_01	274	205.0
BRCA2_09_02	319	239.0
BRCA2_09_03	391	293.0
BRCA2_09_04	357	267.0
BRCA2_09_05	356	267.0
BRCA2_09_06	328	246.0
BRCA2_09_07	338	253.0
BRCA2_09_08	377	282.0
BRCA2_09_09	420	315.0
BRCA2_09_10	344	258.0
BRCA2_10_01	281	210.0
BRCA2_10_02	290	217.0
BRCA2_10_03	364	273.0
BRCA2_10_04	497	372.0
BRCA2_10_05	382	286.0
BRCA2_10_06	343	257.0
BRCA2_10_07	392	294.0
BRCA2_10_08	405	303.0
BRCA2_10_09	371	278.0
BRCA2_10_10	506	379.0
BRCA2_10_11	284	213.0
BRCA2_10_12	425	318.0
BRCA2_10_13	486	364.0
BRCA2_10_14	294	220.0
BRCA2_10_15	622	466.0
BRCA2_10_16	506	379.0
BRCA2_10_17	372	279.0
BRCA2_10_18	406	304.0
BRCA2_10_19	445	333.0
BRCA2_10_20	263	197.0
BRCA2_10_21	374	280.0
BRCA2_10_22	614	460.0
BRCA2_10_23	437	327.0
BRCA2_10_24	462	346.0
BRCA2_10_25	323	242.0
BRCA2_10_26	258	193.0
BRCA2_10_27	443	332.0
BRCA2_10_28	357	267.0
BRCA2_10_29	212	159.0
BRCA2_10_30	432	323.0
BRCA2_10_31	414	310.0
BRCA2_10_32	369	276.0
BRCA2_10_33	400	300.0
BRCA2_10_34	380	285.0
BRCA2_10_35	395	296.0
BRCA2_10_36	539	404.0
BRCA2_10_37	437	327.0
BRCA2_10_38	548	410.0
BRCA2_10_39	344	258.0
BRCA2_11_01	457	342.0
BRCA2_12_01	480	359.0
BRCA2_13_01	311	233.0
BRCA2_13_02	748	560.0
BRCA2_13_03	456	341.0
BRCA2_13_04	244	183.0
BRCA2_14_01	579	434.0
BRCA2_14_02	394	295.0
BRCA2_15_01	202	151.0
BRCA2_15_02	388	291.0
BRCA2_16_01	539	404.0
BRCA2_16_02	343	257.0
BRCA2_17_01	400	300.0
BRCA2_17_02	457	342.0
BRCA2_17_03	328	246.0
BRCA2_18_01	508	380.0
BRCA2_18_02	464	347.0
BRCA2_19_01	378	283.0
BRCA2_19_02	851	637.0
BRCA2_20_01	308	231.0
BRCA2_21_01	240	180.0
BRCA2_21_02	738	553.0
BRCA2_22_01	480	359.0
BRCA2_22_02	406	304.0
BRCA2_23_01	357	267.0
BRCA2_23_02	412	309.0
BRCA2_24_01	664	497.0
BRCA2_24_02	360	270.0
BRCA2_25_01	260	195.0
BRCA2_25_02	238	178.0
BRCA2_26_01	401	300.0
BRCA2_26_02	320	240.0
BRCA2_26_03	221	165.0
BRCA2_26_04	497	372.0
BRCA2_26_05	311	233.0
BRCA1_01_01	650	487.0
BRCA1_02_01	379	284.0
BRCA1_03_01	384	288.0
BRCA1_04_01	507	380.0
BRCA1_05_01	542	406.0
BRCA1_06_01	423	317.0
BRCA1_07_01	466	349.0
BRCA1_08_01	439	329.0
BRCA1_09_01	318	238.0
BRCA1_09_02	559	419.0
BRCA1_09_03	328	246.0
BRCA1_10_01	268	201.0
BRCA1_10_02	428	321.0
BRCA1_11_01	255	191.0
BRCA1_12_01	336	252.0
BRCA1_13_01	496	371.0
BRCA1_13_02	387	290.0
BRCA1_14_01	505	378.0
BRCA1_15_01	378	283.0
BRCA1_15_02	277	207.0
BRCA1_15_03	438	328.0
BRCA1_15_04	261	195.0
BRCA1_15_05	365	273.0
BRCA1_15_06	222	166.0
BRCA1_15_07	238	178.0
BRCA1_15_08	360	270.0
BRCA1_15_09	281	210.0
BRCA1_15_10	510	382.0
BRCA1_15_11	335	251.0
BRCA1_15_12	329	246.0
BRCA1_15_13	346	259.0
BRCA1_15_14	248	186.0
BRCA1_15_15	340	255.0
BRCA1_15_16	321	240.0
BRCA1_15_17	456	341.0
BRCA1_15_18	208	156.0
BRCA1_15_19	386	289.0
BRCA1_15_20	434	325.0
BRCA1_15_21	278	208.0
BRCA1_15_22	351	263.0
BRCA1_15_23	351	263.0
BRCA1_15_24	449	336.0
BRCA1_15_25	338	253.0
BRCA1_15_26	405	303.0
BRCA1_16_01	326	244.0
BRCA1_17_01	415	311.0
BRCA1_18_01	419	314.0
BRCA1_19_01	544	407.0
BRCA1_20_01	444	332.0
BRCA1_21_01	356	267.0
BRCA1_22_01	600	449.0
BRCA1_23_01	490	367.0
BRCA1_24_01	275	206.0
BRCA1_25_01	468	350.0
BRCA1_26_01	327	245.0
BRCA1_27_01	488	365.0
BRCA1_27_02	384	288.0
