amplicon_name	raw_count	300x_count
BRCA2_01_01	66	129.0
BRCA2_02_01	78	152.0
BRCA2_03_01	220	430.0
BRCA2_04_01	112	219.0
BRCA2_04_02	247	483.0
BRCA2_05_01	120	235.0
BRCA2_06_01	136	266.0
BRCA2_06_02	249	487.0
BRCA2_07_01	157	307.0
BRCA2_08_01	177	346.0
BRCA2_09_01	180	352.0
BRCA2_10_01	175	342.0
BRCA2_11_01	207	405.0
BRCA2_12_01	100	195.0
BRCA2_12_02	150	293.0
BRCA2_12_03	144	281.0
BRCA2_12_04	158	309.0
BRCA2_12_05	121	237.0
BRCA2_12_06	148	289.0
BRCA2_12_07	202	395.0
BRCA2_12_08	125	244.0
BRCA2_12_09	195	381.0
BRCA2_12_10	237	463.0
BRCA2_13_01	109	213.0
BRCA2_13_02	84	164.0
BRCA2_13_03	191	373.0
BRCA2_13_04	154	301.0
BRCA2_13_05	181	354.0
BRCA2_13_06	144	281.0
BRCA2_13_07	124	242.0
BRCA2_13_08	228	446.0
BRCA2_13_09	158	309.0
BRCA2_13_10	176	344.0
BRCA2_13_11	123	240.0
BRCA2_13_12	151	295.0
BRCA2_13_13	64	125.0
BRCA2_13_14	93	182.0
BRCA2_13_15	198	387.0
BRCA2_13_16	300	586.0
BRCA2_13_17	164	321.0
BRCA2_13_18	147	287.0
BRCA2_13_19	131	256.0
BRCA2_13_20	103	201.0
BRCA2_13_21	142	278.0
BRCA2_13_22	189	369.0
BRCA2_13_23	168	328.0
BRCA2_13_24	162	317.0
BRCA2_13_25	112	219.0
BRCA2_13_26	118	231.0
BRCA2_13_27	157	307.0
BRCA2_13_28	206	403.0
BRCA2_13_29	83	162.0
BRCA2_13_30	159	311.0
BRCA2_13_31	163	319.0
BRCA2_13_32	136	266.0
BRCA2_13_33	164	321.0
BRCA2_13_34	122	238.0
BRCA2_13_35	165	323.0
BRCA2_13_36	171	334.0
BRCA2_13_37	136	266.0
BRCA2_13_38	162	317.0
BRCA2_13_39	123	240.0
BRCA2_14_01	157	307.0
BRCA2_15_01	180	352.0
BRCA2_16_01	181	354.0
BRCA2_17_01	178	348.0
BRCA2_17_02	265	518.0
BRCA2_17_03	132	258.0
BRCA2_17_04	111	217.0
BRCA2_18_01	190	371.0
BRCA2_18_02	138	270.0
BRCA2_19_01	72	141.0
BRCA2_19_02	139	272.0
BRCA2_20_01	230	450.0
BRCA2_20_02	85	166.0
BRCA2_21_01	114	223.0
BRCA2_21_02	218	426.0
BRCA2_21_03	148	289.0
BRCA2_22_01	177	346.0
BRCA2_22_02	140	274.0
BRCA2_23_01	188	367.0
BRCA2_23_02	232	453.0
BRCA2_24_01	145	283.0
BRCA2_25_01	113	221.0
BRCA2_25_02	179	350.0
BRCA2_26_01	130	254.0
BRCA2_26_02	139	272.0
BRCA2_27_01	116	227.0
BRCA2_27_02	136	266.0
BRCA2_28_01	122	238.0
BRCA2_29_01	193	377.0
BRCA2_29_02	104	203.0
BRCA2_30_01	77	151.0
BRCA2_30_02	104	203.0
BRCA2_31_01	182	356.0
BRCA2_31_02	142	278.0
BRCA2_31_03	87	170.0
BRCA2_31_04	210	410.0
BRCA2_31_05	150	293.0
BRCA2_32_01	395	772.0
BRCA2_33_01	152	297.0
BRCA1_01_01	185	362.0
BRCA1_02_01	139	272.0
BRCA1_03_01	137	268.0
BRCA1_04_01	201	393.0
BRCA1_05_01	227	444.0
BRCA1_06_01	134	262.0
BRCA1_07_01	109	213.0
BRCA1_08_01	148	289.0
BRCA1_09_01	179	350.0
BRCA1_09_02	183	358.0
BRCA1_09_03	98	192.0
BRCA1_10_01	98	192.0
BRCA1_10_02	114	223.0
BRCA1_11_01	115	225.0
BRCA1_12_01	131	256.0
BRCA1_13_01	294	575.0
BRCA1_14_01	186	364.0
BRCA1_14_02	150	293.0
BRCA1_15_01	131	256.0
BRCA1_16_01	199	389.0
BRCA1_16_02	174	340.0
BRCA1_16_03	228	446.0
BRCA1_16_04	119	233.0
BRCA1_16_05	140	274.0
BRCA1_16_06	112	219.0
BRCA1_16_07	88	172.0
BRCA1_16_08	136	266.0
BRCA1_16_09	97	190.0
BRCA1_16_10	145	283.0
BRCA1_16_11	110	215.0
BRCA1_16_12	85	166.0
BRCA1_16_13	76	149.0
BRCA1_16_14	149	291.0
BRCA1_16_15	90	176.0
BRCA1_16_16	103	201.0
BRCA1_16_17	164	321.0
BRCA1_16_18	110	215.0
BRCA1_16_19	123	240.0
BRCA1_16_20	164	321.0
BRCA1_16_21	103	201.0
BRCA1_16_22	186	364.0
BRCA1_16_23	139	272.0
BRCA1_16_24	129	252.0
BRCA1_16_25	131	256.0
BRCA1_16_26	205	401.0
BRCA1_17_01	149	291.0
BRCA1_18_01	190	371.0
BRCA1_19_01	160	313.0
BRCA1_20_01	211	412.0
BRCA1_21_01	132	258.0
BRCA1_22_01	125	244.0
BRCA1_23_01	189	369.0
BRCA1_24_01	169	330.0
BRCA1_25_01	158	309.0
BRCA1_26_01	133	260.0
BRCA1_27_01	135	264.0
BRCA1_28_01	201	393.0
BRCA1_28_02	139	272.0
BRCA1_29_01	286	559.0
